Nume,Email,Judet,Telefon,Tip
"PARVA",primariaparva@yahoo.com,JUDETUL BISTRITA-NASAUD,,Primarie
"PATRAUTI",primariapatrauti@yahoo.com,JUDETUL SUCEAVA,,Primarie
"PAUCA",primariapauca@yahoo.com,JUDETUL SIBIU,,Primarie
"PAULESTI",primariapaulesti@yahoo.com,JUDETUL VRANCEA,,Primarie
"PAULIS",primariapaulis@gmail.com,JUDETUL ARAD,,Primarie
"PAUSESTI",primariapausestiotasau@yahoo.com,JUDETUL VALCEA,,Primarie
"PEREGU MARE",primariaperegumare@yahoo.com,JUDETUL ARAD,,Primarie
"PERIENI",primariaperieni@yahoo.com,JUDETUL VASLUI,,Primarie
"PERIETI",primariaperieti@judetulolt.ro,JUDETUL OLT,,Primarie
"PERIETI",primariaperieti@yahoo.com,JUDETUL IALOMITA,,Primarie
"PERISORU",primariaperisoru11@yahoo.com,JUDETUL CALARASI,,Primarie
"PESAC",primariapesac@yahoo.com,JUDETUL TIMIS,,Primarie
"PESTERA",primariapestera@yahoo.com,JUDETUL CONSTANTA,,Primarie
"PETRESTI",primariapetresti@gmail.com,JUDETUL SATU MARE,,Primarie
"PETRESTI",primariapetresti@yahoo.com,JUDETUL DAMBOVITA,,Primarie
"PETRICANI",primariapetricani@yahoo.com,JUDETUL NEAMT,,Primarie
"PETRILA",primariapetrila2008@yahoo.com,JUDETUL HUNEDOARA,,Primarie
"PETRIS",primariapetris@yahoo.com,JUDETUL ARAD,,Primarie
"PETROVA",primariapetrova@yahoo.com,JUDETUL MARAMURES,,Primarie
"PIATRA-OLT",primariapiatraolt@yahoo.com,JUDETUL OLT,,Primarie
"PIATRA SOIMULUI",primariapiatrasoimului7@gmail.ro,JUDETUL NEAMT,,Primarie
"PIETRARI",primariapietrari@yahoo.com,JUDETUL VALCEA,,Primarie
"PIETROASELE",primariapietroasele@yahoo.com,JUDETUL BUZAU,,Primarie
"PILU",primariapilu69@artelecom.net,JUDETUL ARAD,,Primarie
"PIR",primariapir@yahoo.com,JUDETUL SATU MARE,,Primarie
"PLESCUTA",primariaplescuta@yahoo.com,JUDETUL ARAD,,Primarie
"PLOPU",primariaplopu@yahoo.com,JUDETUL PRAHOVA,,Primarie
"PLOSCOS",primariaploscos@yahoo.com,JUDETUL CLUJ,,Primarie
"PLOSCUTENI",primariaploscuteni@yahoo.com,JUDETUL VRANCEA,,Primarie
"POBORU",primariapoboru@judetulolt.ro,JUDETUL OLT,,Primarie
"POCOLA",primariapocola@clicknet.ro,JUDETUL BIHOR,,Primarie
"PODGORIA",primariapodgoria@yahoo.com,JUDETUL BUZAU,,Primarie
"PODOLENI",primariapodoleni@yahoo.com,JUDETUL NEAMT,,Primarie
"POGANA",primariapogana@yahoo.com,JUDETUL VASLUI,,Primarie
"POIANA MARULUI",primariapoianamarului@yahoo.com,JUDETUL BRASOV,,Primarie
"POIANA SIBIULUI",primariapoianasb@yahoo.com,JUDETUL SIBIU,,Primarie
"POIENARI",primariapoienari@yahoo.com,JUDETUL NEAMT,,Primarie
"POIENILE IZEI",primariapoienileizei@yahoo.com,JUDETUL MARAMURES,,Primarie
"POJEJENA",primariapojejena@yahoo.com,JUDETUL CARAS-SEVERIN,,Primarie
"POLOVRAGI",primariapolovragi@yahoo.com,JUDETUL GORJ,,Primarie
"POMARLA",primariapomirla@yahoo.com,JUDETUL BOTOSANI,,Primarie
"PONOARELE",primariaponoarele@yahoo.com,JUDETUL MEHEDINTI,,Primarie
"PONOR",primariaponor@yahoo.com,JUDETUL ALBA,,Primarie
"POPESTI",primariapopestibihor@yahoo.com,JUDETUL BIHOR,,Primarie
"POPESTI",primariapopestivl@yahoo.com,JUDETUL VALCEA,,Primarie
"POROSCHIA",primariaporoschia@yahoo.com,JUDETUL TELEORMAN,,Primarie
"PORUMBACU DE JOS",primariaporumbacu@yahoo.com,JUDETUL SIBIU,,Primarie
"POSESTI",primariaposesti@yahoo.com,JUDETUL PRAHOVA,,Primarie
"POTCOAVA",primariapotcoava@yahoo.com,JUDETUL OLT,,Primarie
"POTLOGI",primariapotlogi@yahoo.com,JUDETUL DAMBOVITA,,Primarie
"PRAID",primariapraid@yahoo.com,JUDETUL HARGHITA,,Primarie
"PRAJENI",primariaprajeni@yahoo.com,JUDETUL BOTOSANI,,Primarie
"PRAJESTI",primariaprajesti@yahoo.com,JUDETUL BACAU,,Primarie
"PRIGORIA",primariaprigoria@yahoo.com,JUDETUL GORJ,,Primarie
"PROBOTA",primariaprobota@yahoo.com,JUDETUL IASI,,Primarie
"PROVITA DE JOS",primariaprovitadejos@yahoo.com,JUDETUL PRAHOVA,,Primarie
"PROVITA DE SUS",primariaprovitadesus_ph@yahoo.com,JUDETUL PRAHOVA,,Primarie
"PUCHENI",primariapucheni@yahoo.com,JUDETUL DAMBOVITA,,Primarie
"PUI",primariapui@yahoo.com,JUDETUL HUNEDOARA,,Primarie
"PUIESTI",primariapuiesti@gmail.com,JUDETUL VASLUI,,Primarie
"PUSCASI",primariapuscasi@yahoo.com,JUDETUL VASLUI,,Primarie
"PUTINEIU",primariaputineiu@yahoo.com,JUDETUL TELEORMAN,,Primarie
"RACASDIA",primariaracasdia@rdslink.ro,JUDETUL CARAS-SEVERIN,,Primarie
"RACHITENI",primariarachiteni@yahoo.com,JUDETUL IASI,,Primarie
"RACHITOVA",primariarachitova@gmail.com,JUDETUL HUNEDOARA,,Primarie
"RACOVITENI",primariaracoviteni@yahoo.com,JUDETUL BUZAU,,Primarie
"RACSA",primariaracsa@yahoo.com,JUDETUL SATU MARE,,Primarie
"RADESTI",primariaradesti@yahoo.com,JUDETUL ALBA,,Primarie
"RADOIESTI",primariaradoiesti@yahoo.com,JUDETUL TELEORMAN,,Primarie
"RADOMIRESTI",primariaradomiresti@judetulolt.ro,JUDETUL OLT,,Primarie
"RADUCANENI",primariaraducaneni@yahoo.com,JUDETUL IASI,,Primarie
"RAMET",primariaramet2008@yahoo.com,JUDETUL ALBA,,Primarie
"RAMNA",primariaramna@yahoo.com,JUDETUL CARAS-SEVERIN,,Primarie
"RASNOV",primariarasnov@yahoo.com,JUDETUL BRASOV,,Primarie
"RASOVA",primariarasova@gmail.com,JUDETUL CONSTANTA,,Primarie
"RATESTI",primariaratesti@yahoo.com,JUDETUL ARGES,,Primarie
"RAUCESTI",primariaraucesti@yahoo.com,JUDETUL NEAMT,,Primarie
"RAU DE MORI",primariaraudemori@yahoo.com,JUDETUL HUNEDOARA,,Primarie
"RAZBOIENI",primariarazboieni@yahoo.com,JUDETUL NEAMT,,Primarie
"REPEDEA",primariarcontact@primariarepedea.ro,JUDETUL MARAMURES,,Primarie
"REBRICEA",primariarebricea_vs@yahoo.com,JUDETUL VASLUI,,Primarie
"RECEA",primariarecea2000@yahoo.com,JUDETUL MARAMURES,,Primarie
"RECI",primariareci@yahoo.com,JUDETUL COVASNA,,Primarie
"REDEA",primariaredea@yahoo.com,JUDETUL OLT,,Primarie
"REDIU",primariarediu.iasi@yahoo.com,JUDETUL IASI,,Primarie
"REMETEA CHIOARULUI",primariaremeteachioarului@yahoo.com,JUDETUL MARAMURES,,Primarie
"REMETI",primariaremeti@yahoo.com,JUDETUL MARAMURES,,Primarie
"RIMNICELU",primariarimnicelu@yahoo.com,JUDETUL BRAILA,,Primarie
"RODNA",primariarodna@yahoo.com,JUDETUL BISTRITA-NASAUD,,Primarie
"ROMANASI",primariaromanasi@yahoo.com,JUDETUL SALAJ,,Primarie
"ROMANESTI",primariaromanesti@yahoo.com,JUDETUL IASI,,Primarie
"ROMANU",primariaromanu@ymail.com,JUDETUL BRAILA,,Primarie
"ROMULI",primariaromuli@yahoo.com,JUDETUL BISTRITA-NASAUD,,Primarie
"ROSETI",primariaroseti@yahoo.com,JUDETUL CALARASI,,Primarie
"C.A. ROSETTI",primariarosetti@gmail.com,JUDETUL TULCEA,,Primarie
"ROSIA DE SECAS",primariarosia@yahoo.com,JUDETUL ALBA,,Primarie
"ROSIA DE AMARADIA",primariarosiadeamaradia@yahoo.com,JUDETUL GORJ,,Primarie
"ROSIILE",primariarosiile_vl@yahoo.com,JUDETUL VALCEA,,Primarie
"ROTUNDA",primariarotunda@yahoo.com,JUDETUL OLT,,Primarie
"ROZNOV",primariaroznov@yahoo.com,JUDETUL NEAMT,,Primarie
"RADAUTI-PRUT",primariarprut@yahoo.com,JUDETUL BOTOSANI,,Primarie
"RUNCU SALVEI",primariarunc@yahoo.com,JUDETUL BISTRITA-NASAUD,,Primarie
"RUNCU",primariaruncu@yahoo.com,JUDETUL GORJ,,Primarie
"RUS",primariarus@yahoo.com,JUDETUL SALAJ,,Primarie
"RUSCA MONTANA",primariaruscamontana@yahoo.com,JUDETUL CARAS-SEVERIN,,Primarie
"SABAOANI",primariasabaoani@yahoo.com,JUDETUL NEAMT,,Primarie
"SABARENI",primariasabareni@yahoo.com,JUDETUL GIURGIU,,Primarie
"SACEL",primariasacel@yahoo.com,JUDETUL HARGHITA,,Primarie
"SACELE",primariasacele@yahoo.com,JUDETUL CONSTANTA,,Primarie
"SACELU",primariasacelu@gmail.com,JUDETUL GORJ,,Primarie
"SADOVA",primariasadova@yahoo.com,JUDETUL SUCEAVA,,Primarie
"SADU",primariasadu@yahoo.com,JUDETUL SIBIU,,Primarie
"SAG",primariasag@yahoo.com,JUDETUL SALAJ,,Primarie
"SAHATENI",primariasahateni@yahoo.com,JUDETUL BUZAU,,Primarie
"SALASU DE SUS",primariasalasudesus@yahoo.com,JUDETUL HUNEDOARA,,Primarie
"SALATRUCEL",primariasalatrucel@yahoo.com,JUDETUL VALCEA,,Primarie
"SALCIA",primariasalcia@ymail.com,JUDETUL PRAHOVA,,Primarie
"SALCIUA",primariasalciua@yahoo.com,JUDETUL ALBA,,Primarie
"SALIGNY",primariasaligny@yahoo.com,JUDETUL CONSTANTA,,Primarie
"SALISTEA DE SUS",primariasalistea@yahoo.com,JUDETUL MARAMURES,,Primarie
"SALVA",primariasalva@yahoo.com,JUDETUL BISTRITA-NASAUD,,Primarie
"SAMARINESTI",primariasamarinesti@yahoo.com,JUDETUL GORJ,,Primarie
"SAMBATA DE SUS",primariasambata@yahoo.com,JUDETUL BRASOV,,Primarie
"SANDRA",primariasandra@gmail.com,JUDETUL TIMIS,,Primarie
"SANDULENI",primariasanduleni@yahoo.com,JUDETUL BACAU,,Primarie
"SANMIHAIU ROMAN",primariasanmihaiuroman@yahoo.com,JUDETUL TIMIS,,Primarie
"SANTAU",primariasantau@yahoo.com,JUDETUL SATU MARE,,Primarie
"SARAIU",primariasaraiu@yahoo.com,JUDETUL CONSTANTA,,Primarie
"SARBII - MAGURA",primariasarbiimagura@yahoo.com,JUDETUL OLT,,Primarie
"SARICHIOI",primariasarichioi2@yahoo.com,JUDETUL TULCEA,,Primarie
"SARMAS",primariasarmas@yahoo.com,JUDETUL HARGHITA,,Primarie
"SARMASAG",primariasarmasag@yahoo.com,JUDETUL SALAJ,,Primarie
"SARMIZEGETUSA",primariasarmizegetusa@yahoo.com,JUDETUL HUNEDOARA,,Primarie
"SASCIORI",primariasasciori@yahoo.com,JUDETUL ALBA,,Primarie
"SASCUT",primariasascut@yahoo.com,JUDETUL BACAU,,Primarie
"SATCHINEZ",primariasatchinez@yahoo.com,JUDETUL TIMIS,,Primarie
"SATULUNG",primariasatulung@yahoo.com,JUDETUL MARAMURES,,Primarie
"SATU MARE",primariasatumaresv@yahoo.com,JUDETUL SUCEAVA,,Primarie
"SAUCA",primariasauca@yahoo.com,JUDETUL SATU MARE,,Primarie
"SAUCESTI",primariasaucesti@gmail.com,JUDETUL BACAU,,Primarie
"SAVARSIN",primariasavarsin@yahoo.com,JUDETUL ARAD,,Primarie
"SAVENI",primariasaveni@yahoo.com,JUDETUL IALOMITA,,Primarie
"SLAVA CERCHEZA",primariasc@yahoo.com,JUDETUL TULCEA,,Primarie
"SCARISOARA",primariascarisoara@yahoo.com,JUDETUL OLT,,Primarie
"SCHELA",primariaschela@yahoo.com,JUDETUL GALATI,,Primarie
"SCHITU",primariaschitu@yahoo.com,JUDETUL OLT,,Primarie
"SCANTEIA",primariascinteia@yahoo.com,JUDETUL IALOMITA,,Primarie
"SCOARTA",primariascoarta1@yahoo.com,JUDETUL GORJ,,Primarie
"SCORNICESTI",primariascornicesti@yahoo.com,JUDETUL OLT,,Primarie
"SCORTENI",primariascorteni@easynet.ro,JUDETUL BACAU,,Primarie
"SCORTOASA",primariascortoasabz@yahoo.com,JUDETUL BUZAU,,Primarie
"SEACA",primariaseaca@judetulolt.ro,JUDETUL OLT,,Primarie
"SEBIS",primariasebis@yahoo.com,JUDETUL ARAD,,Primarie
"SECAS",primariasecas@yahoo.com,JUDETUL TIMIS,,Primarie
"SEICA MARE",primariaseicamare@yahoo.com,JUDETUL SIBIU,,Primarie
"SEIMENI",primariaseimeni@yahoo.com,JUDETUL CONSTANTA,,Primarie
"SEINI",primariaseini@yahoo.com,JUDETUL MARAMURES,,Primarie
"SEITIN",primariaseitin@artelecom.net,JUDETUL ARAD,,Primarie
"SEPREUS",primariasepreus@artelecom.net,JUDETUL ARAD,,Primarie
"SERBANESTI",primariaserbanesti@judetulolt.ro,JUDETUL OLT,,Primarie
"SERBAUTI",primariaserbauti@yahoo.com,JUDETUL SUCEAVA,,Primarie
"SFANTU GHEORGHE",primariasfghe@yahoo.com,JUDETUL IALOMITA,,Primarie
"SICULA",primariasicula@clicknet.ro,JUDETUL ARAD,,Primarie
"SIEU-ODORHEI",primariasieu_odorhei@yahoo.com,JUDETUL BISTRITA-NASAUD,,Primarie
"SIEU",primariasieubn@yahoo.com,JUDETUL BISTRITA-NASAUD,,Primarie
"SILINDIA",primariasilindia@clicknet.ro,JUDETUL ARAD,,Primarie
"SAMBURESTI",primariasimburesti@judetulolt.ro,JUDETUL OLT,,Primarie
"SIMISNA",primariasimisna@yahoo.com,JUDETUL SALAJ,,Primarie
"SINCA NOUA",primariasincanoua@yahoo.com,JUDETUL BRASOV,,Primarie
"SANCEL",primariasincel@yahoo.com,JUDETUL ALBA,,Primarie
"SINTEREAG",primariasintereg@yahoo.com,JUDETUL BISTRITA-NASAUD,,Primarie
"SIPOTE",primariasipote@yahoo.com,JUDETUL IASI,,Primarie
"SARBI",primariasirbi@yahoo.com,JUDETUL BIHOR,,Primarie
"SIRIA",primariasiria@yahoo.com,JUDETUL ARAD,,Primarie
"SISESTI",primariasisesti@yahoo.com,JUDETUL MARAMURES,,Primarie
"SISESTI",primariasisestimh@yahoo.com,JUDETUL MEHEDINTI,,Primarie
"SLATINA",primariaslatina@yahoo.com,JUDETUL SUCEAVA,,Primarie
"SLATIOARA",primariaslatioara@artelecom.net,JUDETUL OLT,,Primarie
"SLIMNIC",primariaslimnic@yahoo.com,JUDETUL SIBIU,,Primarie
"SLIVILESTI",primariaslivilestigj@yahoo.com,JUDETUL GORJ,,Primarie
"SLOBOZIA",primariaslobozia@yahoo.com,JUDETUL GIURGIU,,Primarie
"SLOBOZIA MANDRA",primariasloboziamandratr@gmail.com,JUDETUL TELEORMAN,,Primarie
"SLOBOZIA MOARA",primariasloboziamoara@gmail.com,JUDETUL DAMBOVITA,,Primarie
"SOARS",primariasoars@yahoo.com,JUDETUL BRASOV,,Primarie
"SOCOND",primariasocond@yahoo.com,JUDETUL SATU MARE,,Primarie
"SOHATU",primariasohatu@hotmail.com,JUDETUL CALARASI,,Primarie
"SOIMUS",primariasoimus@gmail.com,JUDETUL HUNEDOARA,,Primarie
"SOLDANU",primariasoldanu@yahoo.com,JUDETUL CALARASI,,Primarie
"SOLESTI",primariasolesti@rdslink.ro,JUDETUL VASLUI,,Primarie
"SOPOTU NOU",primariasopotunou@yahoo.com,JUDETUL CARAS-SEVERIN,,Primarie
"SOVEJA",primariasoveja@yahoo.com,JUDETUL VRANCEA,,Primarie
"SPANTOV",primariaspantov@gmail.com,JUDETUL CALARASI,,Primarie
"SPERMEZEU",primariaspermezeu@email.ro,JUDETUL BISTRITA-NASAUD,,Primarie
"SPINUS",primariaspinus@yahoo.com,JUDETUL BIHOR,,Primarie
"SPRANCENATA",primariasprincenata@judetulolt.ro,JUDETUL OLT,,Primarie
"SPRING",primariaspring@yahoo.com,JUDETUL ALBA,,Primarie
"SPULBER",primariaspulber@yahoo.com,JUDETUL VRANCEA,,Primarie
"SANSIMION",primariass@yahoo.com,JUDETUL HARGHITA,,Primarie
"STARCHIOJD",primariastarchiojd@yahoo.com,JUDETUL PRAHOVA,,Primarie
"STEFAN CEL MARE",primariastefan@yahoo.com,JUDETUL NEAMT,,Primarie
"STEFANESTI",primariastefanesti@yahoo.com,JUDETUL VALCEA,,Primarie
"STEJARI",primariastejari@yahoo.com,JUDETUL GORJ,,Primarie
"STIUBIENI",primariastiubieni@yahoo.com,JUDETUL BOTOSANI,,Primarie
"STOICANESTI",primariastoicanesti@judetulolt.ro,JUDETUL OLT,,Primarie
"STOILESTI",primariastoilesti@yahoo.com,JUDETUL VALCEA,,Primarie
"STREHAIA",primariastrehaia@yahoo.com,JUDETUL MEHEDINTI,,Primarie
"STREJESTI",primariastrejesti@yahoo.com,JUDETUL OLT,,Primarie
"STROESTI",primariastroesti@yahoo.com,JUDETUL VALCEA,,Primarie
"STUDINA",primariastudinaott@yahoo.com,JUDETUL OLT,,Primarie
"STULPICANI",primariastulpsv@yahoo.com,JUDETUL SUCEAVA,,Primarie
"SUATU",primariasuatu@yahoo.com,JUDETUL CLUJ,,Primarie
"SUBCETATE",primariasubcetate@yahoo.com,JUDETUL HARGHITA,,Primarie
"SUCEVITA",primariasucevita@yahoo.com,JUDETUL SUCEAVA,,Primarie
"SUDITI",primariasuditi@yahoo.com,JUDETUL IALOMITA,,Primarie
"SUGAG",primariasugag@yahoo.com,JUDETUL ALBA,,Primarie
"SUHURLUI",primariasuhurlui@yahoo.com,JUDETUL GALATI,,Primarie
"SULITA",primariasulita@yahoo.com,JUDETUL BOTOSANI,,Primarie
"SURA MARE",primariasuramare@yahoo.com,JUDETUL SIBIU,,Primarie
"SUSANI",primariasusani@yahoo.com,JUDETUL VALCEA,,Primarie
"SVINITA",primariasvinita@yahoo.com,JUDETUL MEHEDINTI,,Primarie
"TACUTA",primariatacuta@yahoo.com,JUDETUL VASLUI,,Primarie
"TAMADAU MARE",primariatamadau@yahoo.com,JUDETUL CALARASI,,Primarie
"TAMASENI",primariatamaseni@yahoo.com,JUDETUL NEAMT,,Primarie
"TAMASEU",primariatamaseu@gmail.com,JUDETUL BIHOR,,Primarie
"TAMASI",primariatamasi@yahoo.com,JUDETUL BACAU,,Primarie
"TANASOAIA",primariatanasoaia@vrancea.info,JUDETUL VRANCEA,,Primarie
"TARCAU",primariatarcau@yahoo.com,JUDETUL NEAMT,,Primarie
"TATARANI",primariatatarani@yahoo.com,JUDETUL DAMBOVITA,,Primarie
"TATARANU",primariatataranu@yahoo.com,JUDETUL VRANCEA,,Primarie
"TATARASTI",primariatatarasti@yahoo.com,JUDETUL BACAU,,Primarie
"TATARASTII DE SUS",primariatatarastiidesus@yahoo.com,JUDETUL TELEORMAN,,Primarie
"TATARU",primariatataru@yahoo.com,JUDETUL PRAHOVA,,Primarie
"TATULESTI",primariatatulesti@yahoo.com,JUDETUL OLT,,Primarie
"TAUT",primariataut@gmail.com,JUDETUL ARAD,,Primarie
"TAUTEU",primariatauteu@yahoo.com,JUDETUL BIHOR,,Primarie
"TEACA",primariateaca@gmail.com,JUDETUL BISTRITA-NASAUD,,Primarie
"TELEGA",primariatelega@yahoo.com,JUDETUL PRAHOVA,,Primarie
"TELIU",primariateliu@yahoo.com,JUDETUL BRASOV,,Primarie
"TELIUCU INFERIOR",primariateliuc@gmail.com,JUDETUL HUNEDOARA,,Primarie
"TEPU",primariatepu@yahoo.com,JUDETUL GALATI,,Primarie
"TETOIU",primariatetoiu@yahoo.com,JUDETUL VALCEA,,Primarie
"TARGU TROTUS",primariatg.trotus@yahoo.com,JUDETUL BACAU,,Primarie
"TARGU BUJOR",primariatgbujor@yahoo.com,JUDETUL GALATI,,Primarie
"TIA MARE",primariatiamare@yahoo.com,JUDETUL OLT,,Primarie
"TIBANESTI",primariatibanesti@email.ro,JUDETUL IASI,,Primarie
"TICHILESTI",primariatichilesti@yahoo.com,JUDETUL BRAILA,,Primarie
"TICVANIU MARE",primariaticvaniumare@yahoo.com,JUDETUL CARAS-SEVERIN,,Primarie
"TIGANESTI",primariatiganesti@yahoo.com,JUDETUL TELEORMAN,,Primarie
"TILISCA",primariatilisca@yahoo.com,JUDETUL SIBIU,,Primarie
"TANTARENI",primariatintareni@yahoo.com,JUDETUL GORJ,,Primarie
"TINTESTI",primariatintesti@yahoo.com,JUDETUL BUZAU,,Primarie
"TARNAVA",primariatirnava@yahoo.com,JUDETUL SIBIU,,Primarie
"TARNOVA",primariatirnova@yahoo.com,JUDETUL ARAD,,Primarie
"TITESTI",primariatitesti@yahoo.com,JUDETUL ARGES,,Primarie
"TIMISOARA",primariatm@primariatm.ro,JUDETUL TIMIS,,Primarie
"TURNU MAGURELE",primariatm@yahoo.com,JUDETUL TELEORMAN,,Primarie
"TOBOLIU",primariatoboliu@yahoo.com,JUDETUL BIHOR,,Primarie
"TODIRESTI",primariatodiresti2006@yahoo.com,JUDETUL VASLUI,,Primarie
"TODIRESTI",primariatodiresti@yahoo.com,JUDETUL SUCEAVA,,Primarie
"TOMSANI",primariatomsani@yahoo.com,JUDETUL PRAHOVA,,Primarie
"TOMSANI",primariatomsanivl@yahoo.com,JUDETUL VALCEA,,Primarie
"TOPLITA",primariatoplita@yahoo.com,JUDETUL HUNEDOARA,,Primarie
"TOPOLOVATU MARE",primariatopolovatumare@yahoo.com,JUDETUL TIMIS,,Primarie
"TOPORU",primariatoporu@gmail.com,JUDETUL GIURGIU,,Primarie
"TRAIAN",primariatraianbr@yahoo.com,JUDETUL BRAILA,,Primarie
"TRAIAN",primariatraiantr@yahoo.com,JUDETUL TELEORMAN,,Primarie
"TRIVALEA-MOSTENI",primariatrivalea_mosteni@yahoo.com,JUDETUL TELEORMAN,,Primarie
"TUDORA",primariatudora@yahoo.com,JUDETUL BOTOSANI,,Primarie
"TUFENI",primariatufeni@gmail.com,JUDETUL OLT,,Primarie
"TUFESTI",primariatufesti@gmail.com,JUDETUL BRAILA,,Primarie
"TURCOAIA",primariaturcoaiatl@yahoo.com,JUDETUL TULCEA,,Primarie
"TURDAS",primariaturdas@yahoo.com,JUDETUL HUNEDOARA,,Primarie
"TURNU ROSU",primariaturnurosu@yahoo.com,JUDETUL SIBIU,,Primarie
"TURNU RUIENI",primariaturnuruieni@gmail.com,JUDETUL CARAS-SEVERIN,,Primarie
"TURT",primariaturt@yahoo.com,JUDETUL SATU MARE,,Primarie
"TUSNAD",primariatusnad@freemail.hu,JUDETUL HARGHITA,,Primarie
"TUTORA",primariatutora@yahoo.com,JUDETUL IASI,,Primarie
"TUTOVA",primariatutova@yahoo.com,JUDETUL VASLUI,,Primarie
"ULMA",primariaulma@yahoo.com,JUDETUL SUCEAVA,,Primarie
"ULMENI",primariaulmeni_buzau@yahoo.com,JUDETUL BUZAU,,Primarie
"ULMI",primariaulmi.2007@yahoo.com,JUDETUL GIURGIU,,Primarie
"UMBRARESTI",primariaumbraresti@hotmail.com,JUDETUL GALATI,,Primarie
"UNGHENI",primariaungheniiasi@yahoo.com,JUDETUL IASI,,Primarie
"UNGRA",primariaungra@yahoo.com,JUDETUL BRASOV,,Primarie
"UNGURIU",primariaunguriu@yahoo.co.uk,JUDETUL BUZAU,,Primarie
"UNIREA",primariaunirea@gmail.com,JUDETUL ALBA,,Primarie
"UNIREA",primariaunireacalarasi@yahoo.com,JUDETUL CALARASI,,Primarie
"URDARI",primariaurdari@yahoo.com,JUDETUL GORJ,,Primarie
"URICANI",primariauricani@gmail.com,JUDETUL HUNEDOARA,,Primarie
"URMENIS",primariaurmenis@yahoo.com,JUDETUL BISTRITA-NASAUD,,Primarie
"USUSAU",primariaususau@gmail.com,JUDETUL ARAD,,Primarie
"VACARENI",primariavacareni@yahoo.com,JUDETUL TULCEA,,Primarie
"VACARESTI",primariavacaresti@yahoo.com,JUDETUL DAMBOVITA,,Primarie
"VAD",primariavad@yahoo.com,JUDETUL CLUJ,,Primarie
"VADASTRA",primariavadastra@yahoo.com,JUDETUL OLT,,Primarie
"VADASTRITA",primariavadastrita@yahoo.com,JUDETUL OLT,,Primarie
"VALCANESTI",primariavalcanesti@yahoo.com,JUDETUL PRAHOVA,,Primarie
"VALCELELE",primariavalcelele@yahoo.com,JUDETUL BUZAU,,Primarie
"VALEA CRISULUI",primariavaleacrisului@yahoo.com,JUDETUL COVASNA,,Primarie
"VALEA LUNGA",primariavalealunga@yahoo.com,JUDETUL ALBA,,Primarie
"VALEA MARE",primariavaleamare@judetulolt.ro,JUDETUL OLT,,Primarie
"VALEA MARE",primariavaleamaredb@yahoo.com,JUDETUL DAMBOVITA,,Primarie
"VALEA MARE PRAVAT",primariavaleamarepravat@yahoo.fr,JUDETUL ARGES,,Primarie
"VALEA RAMNICULUI",primariavalearamnicului@yahoo.com,JUDETUL BUZAU,,Primarie
"VALEA SARII",primariavaleasarii@yahoo.com,JUDETUL VRANCEA,,Primarie
"VALEA VINULUI",primariavaleavinului@yahoo.com,JUDETUL SATU MARE,,Primarie
"VALIUG",primariavaliug@yahoo.com,JUDETUL CARAS-SEVERIN,,Primarie
"VAMA",primariavama@yahoo.com,JUDETUL SATU MARE,,Primarie
"VANJU MARE",primariavanjumare@yahoo.com,JUDETUL MEHEDINTI,,Primarie
"VARASTI",primariavarasti@yahoo.com,JUDETUL GIURGIU,,Primarie
"VIRFURI",primariavarfuri@yahoo.com,JUDETUL DAMBOVITA,,Primarie
"VASILATI",primariavasilati@yahoo.com,JUDETUL CALARASI,,Primarie
"VATA DE JOS",primariavata@clicknet.ro,JUDETUL HUNEDOARA,,Primarie
"VATRA MOLDOVITEI",primariavatramoldovitei@yahoo.com,JUDETUL SUCEAVA,,Primarie
"VEDEA",primariavedea@yahoo.com,JUDETUL TELEORMAN,,Primarie
"VERMES",primariavermes@vermes.ro,JUDETUL CARAS-SEVERIN,,Primarie
"VETRISOAIA",primariavetrisoaia@yahoo.com,JUDETUL VASLUI,,Primarie
"VICOVU DE SUS",primariavicovudesus@yahoo.com,JUDETUL SUCEAVA,,Primarie
"VICTORIA",primariavictoria@yahoo.com,JUDETUL IASI,,Primarie
"VIDELE",primariavidele@yahoo.com,JUDETUL TELEORMAN,,Primarie
"VIDRA",primariavidra@yahoo.com,JUDETUL ILFOV,,Primarie
"VIISOARA",primariaviisoara@yahoo.com,JUDETUL CLUJ,,Primarie
"VIISOARA",primariaviisoara_bt@yahoo.com,JUDETUL BOTOSANI,,Primarie
"VIISOARA",primariaviisoara_tr@yahoo.com,JUDETUL TELEORMAN,,Primarie
"VALCELE",primariavilcelecv@gmail.com,JUDETUL COVASNA,,Primarie
"VALCELE",primariavilceleolt@yahoo.com,JUDETUL OLT,,Primarie
"VANATORI-NEAMT",primariavinatorineamt@yahoo.com,JUDETUL NEAMT,,Primarie
"VINGA",primariavinga@clicknet.ro,JUDETUL ARAD,,Primarie
"VARSOLT",primariavirsolt@gmail.com,JUDETUL SALAJ,,Primarie
"VARTOAPE",primariavirtoapele@yahoo.com,JUDETUL TELEORMAN,,Primarie
"VISINA",primariavisina@yahoo.com,JUDETUL OLT,,Primarie
"VISINA",primariavisina_db@yahoo.com,JUDETUL DAMBOVITA,,Primarie
"VISINESTI",primariavisinesti@gmail.com,JUDETUL DAMBOVITA,,Primarie
"VITANESTI",primariavitanesti@yahoo.com,JUDETUL TELEORMAN,,Primarie
"VLADENI",primariavladeni@yahoo.com,JUDETUL IASI,,Primarie
