Nume,Email,Judet,Telefon,Tip
ORAS JIBOU,primaria_jibou@yahoo.com,Salaj,,Primarie Oras
ORAS SIMLEU SILVANIEI,primaria_simleu@yahoo.com,Salaj,,Primarie Oras
ALMASU,primariaalmasu.salaj@yahoo.com,Salaj,,Primarie Comuna
BABENI,primaria.babeni@yahoo.com,Salaj,,Primarie Comuna
BALAN,primariabalan@yahoo.com,Salaj,,Primarie Comuna
BANISOR,primaria_banisor@yahoo.com,Salaj,,Primarie Comuna
BENESAT,benesatsj@yahoo.com,Salaj,,Primarie Comuna
BOBOTA,primariabobota@yahoo.com,Salaj,,Primarie Comuna
BOCSA,primariabocsasj@yahoo.com,Salaj,,Primarie Comuna
BOGHIS,primariaboghis@yahoo.com,Salaj,,Primarie Comuna
BUCIUMI,primaria.buciumi@samtv.ro,Salaj,,Primarie Comuna
CAMAR,primariacamar@yahoo.com,Salaj,,Primarie Comuna
CHIESD,viozaha@gmail.com,Salaj,,Primarie Comuna
CIZER,primariacizer@yahoo.com,Salaj,,Primarie Comuna
COSEIU,primariacoseiu@yahoo.com,Salaj,,Primarie Comuna
CRASNA,primaria@crasna.ro,Salaj,,Primarie Comuna
CREACA,primaria_creaca@samtv.ro,Salaj,,Primarie Comuna
CRISENI,primaria.criseni@gmail.com,Salaj,,Primarie Comuna
CRISTOLT,primariacristolt@yahoo.com,Salaj,,Primarie Comuna
CUZAPLAC,primariacuzaplac@yahoo.com,Salaj,,Primarie Comuna
DOBRIN,primariadobrin@yahoo.com,Salaj,,Primarie Comuna
DRAGU,primariadragu@yahoo.com,Salaj,,Primarie Comuna
FILDU DE JOS,primariafildu@yahoo.com,Salaj,,Primarie Comuna
GARBOU,primariagirbou@yahoo.com,Salaj,,Primarie Comuna
HALMASD,primariahalmasd@yahoo.com,Salaj,,Primarie Comuna
HERECLEAN,primariahereclean@yahoo.com,Salaj,,Primarie Comuna
HIDA,primarie_hida@samtv.ro,Salaj,,Primarie Comuna
HOROATU CRASNEI,primaria_horoat@yahoo.com,Salaj,,Primarie Comuna
IP,primipsj@yahoo.com,Salaj,,Primarie Comuna
LETCA,primarialetca@yahoo.com,Salaj,,Primarie Comuna
LOZNA,primaria_lozna@yahoo.com,Salaj,,Primarie Comuna
MAERISTE,primariamaeriste@yahoo.com,Salaj,,Primarie Comuna
MARCA,primariamarca@yahoo.com,Salaj,,Primarie Comuna
MESESENII DE JOS,meseseni@gmail.com,Salaj,,Primarie Comuna
MIRSID,primaria.mirsid@samtv.ro,Salaj,,Primarie Comuna
NAPRADEA,primarianapradea@yahoo.com,Salaj,,Primarie Comuna
NUSFALAU,primarianusfalau@yahoo.com,Salaj,,Primarie Comuna
PERICEI,periceisj@gmail.com,Salaj,,Primarie Comuna
PLOPIS,primaria_plopis@yahoo.com,Salaj,,Primarie Comuna
ROMANASI,primariaromanasi@yahoo.com,Salaj,,Primarie Comuna
RUS,primariarus@yahoo.com,Salaj,,Primarie Comuna
SAG,primariasag@yahoo.com,Salaj,,Primarie Comuna
SAMSUD,samsudsj@yahoo.com,Salaj,,Primarie Comuna
SANMIHAIU ALMASULUI,primarie_sinmihai@samtv.ro,Salaj,,Primarie Comuna
SARMASAG,primariasarmasag@yahoo.com,Salaj,,Primarie Comuna
SIMISNA,primariasimisna@yahoo.com,Salaj,,Primarie Comuna
SOMES-ODORHEI,somesodorheicj@yahoo.co.uk,Salaj,,Primarie Comuna
SURDUC,primaria_surduc@yahoo.com,Salaj,,Primarie Comuna
TREZNEA,primarie_treznea@samtv.ro,Salaj,,Primarie Comuna
VALCAU DE JOS,secretar_valcau@yahoo.com,Salaj,,Primarie Comuna
VARSOLT,primariavirsolt@gmail.com,Salaj,,Primarie Comuna
ZALHA,primariazalha@yahoo.com,Salaj,,Primarie Comuna
ZIMBOR,primariazimbor@yahoo.com,Salaj,,Primarie Comuna
MUNICIPIUL SATU MARE,primaria@satu-mare.ro,Satu Mare,,Primarie Municipiu
MUNICIPIUL CAREI,primariacar@yahoo.com,Satu Mare,,Primarie Municipiu
ORAS ARDUD,primaria.ardud@yahoo.com,Satu Mare,,Primarie Oras
ORAS LIVADA,primarialivadasm@yahoo.com,Satu Mare,,Primarie Oras
ORAS NEGRESTI-OAS,primarie@negresti-oas.ro,Satu Mare,,Primarie Oras
ORAS TASNAD,office@primariatasnad.ro,Satu Mare,,Primarie Oras
ACIS,primariaacas@yahoo.com,Satu Mare,,Primarie Comuna
AGRIS,primaria_agris@yahoo.com,Satu Mare,,Primarie Comuna
ANDRID,primariaandrid@yahoo.com,Satu Mare,,Primarie Comuna
APA,primaria.apa@gmail.com,Satu Mare,,Primarie Comuna
BARSAU,primariabarsau@yahoo.com,Satu Mare,,Primarie Comuna
BATARCI,primaria_batarci@yahoo.com,Satu Mare,,Primarie Comuna
BELTIUG,primaria.beltiug@yahoo.com,Satu Mare,,Primarie Comuna
BERVENI,primberveni@yahoo.com,Satu Mare,,Primarie Comuna
BIXAD,primaria_bixad@yahoo.com,Satu Mare,,Primarie Comuna
BOTIZ,primaria_botiz@yahoo.com,Satu Mare,,Primarie Comuna
CALINESTI-OAS,primariacalinestioas@yahoo.com,Satu Mare,,Primarie Comuna
CAMARZANA,primariacamarzana@gmail.com,Satu Mare,,Primarie Comuna
CAMIN,primaria_camin@yahoo.com,Satu Mare,,Primarie Comuna
CAPLENI,secretar@capleni.ro,Satu Mare,,Primarie Comuna
CAUAS,primariacauas@yahoo.com,Satu Mare,,Primarie Comuna
CEHAL,primaria.cehal@yahoo.com,Satu Mare,,Primarie Comuna
CERTEZE,certezeprimaria@yahoo.com,Satu Mare,,Primarie Comuna
CIUMESTI,primariaciumesti@yahoo.com,Satu Mare,,Primarie Comuna
CRAIDOROLT,office@craidorolt.ro,Satu Mare,,Primarie Comuna
CRUCISOR,primaria_crucisor@yahoo.com,Satu Mare,,Primarie Comuna
CULCIU,primaria.culciu@yahoo.com,Satu Mare,,Primarie Comuna
DOBA,primariadoba@yahoo.com,Satu Mare,,Primarie Comuna
DOROLT,primar@primariadorolt.ro,Satu Mare,,Primarie Comuna
FOIENI,contact@consiliullocalfoieni.ro,Satu Mare,,Primarie Comuna
GHERTA MICA,primar@primariaghertamica.ro,Satu Mare,,Primarie Comuna
HALMEU,primariahalmeu@yahoo.com,Satu Mare,,Primarie Comuna
HODOD,secretarhodod@yahoo.com,Satu Mare,,Primarie Comuna
HOMOROADE,secretar@primariahomoroade.ro,Satu Mare,,Primarie Comuna
LAZURI,primaria@lazuri.ro,Satu Mare,,Primarie Comuna
MEDIESU AURIT,primariamediesuaurit@gmail.com,Satu Mare,,Primarie Comuna
MICULA,primariamicula@yahoo.com,Satu Mare,,Primarie Comuna
MOFTIN,primariamoftin@yahoo.com,Satu Mare,,Primarie Comuna
ODOREU,secretariatodoreu@yahoo.com,Satu Mare,,Primarie Comuna
ORASU NOU,corasunou@yahoo.com,Satu Mare,,Primarie Oras
PETRESTI,primariapetresti@gmail.com,Satu Mare,,Primarie Comuna
PIR,primariapir@yahoo.com,Satu Mare,,Primarie Comuna
PISCOLT,primariacomuneipiscolt@yahoo.com,Satu Mare,,Primarie Comuna
POMI,primaria_pomi@yahoo.com,Satu Mare,,Primarie Comuna
PORUMBESTI,primaria@porumbesti.eu,Satu Mare,,Primarie Comuna
RACSA,primariaracsa@yahoo.com,Satu Mare,,Primarie Comuna
SACASENI,primsacaseni@yahoo.com,Satu Mare,,Primarie Comuna
SANISLAU,sanislau.primaria@yahoo.com,Satu Mare,,Primarie Comuna
SANTAU,primariasantau@yahoo.com,Satu Mare,,Primarie Comuna
SAUCA,primariasauca@yahoo.com,Satu Mare,,Primarie Comuna
SOCOND,primariasocond@yahoo.com,Satu Mare,,Primarie Comuna
SUPUR,cls-supur@clicknet.ro,Satu Mare,,Primarie Comuna
TARNA MARE,secretartarna@yahoo.com,Satu Mare,,Primarie Comuna
TARSOLT,secretar@primariatirsolt.ro,Satu Mare,,Primarie Comuna
TEREBESTI,primaria_terebesti@yahoo.com,Satu Mare,,Primarie Comuna
TIREAM,primaria@tiream.ro,Satu Mare,,Primarie Comuna
TURT,primariaturt@yahoo.com,Satu Mare,,Primarie Comuna
TURULUNG,primtur@yahoo.com,Satu Mare,,Primarie Comuna
URZICENI,comunaurziceni@yahoo.com,Satu Mare,,Primarie Comuna
VALEA VINULUI,primariavaleavinului@yahoo.com,Satu Mare,,Primarie Comuna
VAMA,primariavama@yahoo.com,Satu Mare,,Primarie Comuna
VETIS,primaria_vetis@yahoo.com,Satu Mare,,Primarie Comuna
VIILE SATU MARE,viilesm@yahoo.com,Satu Mare,,Primarie Comuna
MUNICIPIUL SIBIU,secretar@sibiu.ro,Sibiu,,Primarie Municipiu
MUNICIPIUL MEDIAS,primaria@primariamedias.ro,Sibiu,,Primarie Municipiu
ORAS COPSA MICA,primaria_copsa@birotec.ro,Sibiu,,Primarie Oras
ORAS DUMBRAVENI,primaria_dumbraveni@yahoo.com,Sibiu,,Primarie Oras
ORAS MIERCUREA SIBIULUI,primmsb@yahoo.com,Sibiu,,Primarie Oras
ORAS OCNA SIBIULUI,primariaocna@yahoo.com,Sibiu,,Primarie Oras
ORAS SALISTE,secretarsaliste@yahoo.com,Sibiu,,Primarie Oras
ORAS TALMACIU,iliesoima@gmail.com,Sibiu,,Primarie Oras
ALMA,primaria_alma@yahoo.com,Sibiu,,Primarie Comuna
ALTINA,primaria.altana@yahoo.com,Sibiu,,Primarie Comuna
APOLDU DE JOS,apoldudejos@gmail.com,Sibiu,,Primarie Comuna
ARPASU DE JOS,arpasudejos@yahoo.com,Sibiu,,Primarie Comuna
ATEL,primaria_atel@yahoo.com,Sibiu,,Primarie Comuna
AXENTE SEVER,primaria_axsever@yahoo.com,Sibiu,,Primarie Comuna
BAZNA,baznaprimaria@yahoo.com,Sibiu,,Primarie Comuna
BIERTAN,primariabiertan@yahoo.com,Sibiu,,Primarie Comuna
BIRGHIS,primariabirghis@yahoo.com,Sibiu,,Primarie Comuna
BLAJEL,primariablajel@yahoo.co.uk,Sibiu,,Primarie Comuna
BOITA,primariaboita@yahoo.com,Sibiu,,Primarie Comuna
BRADENI,primariabradeni@yahoo.com,Sibiu,,Primarie Comuna
BRATEIU,primariabrateiu@gmail.com,Sibiu,,Primarie Comuna
BRUIU,primariabruiu@yahoo.com,Sibiu,,Primarie Comuna
CARTA,primaria.carta@gmail.com,Sibiu,,Primarie Comuna
CHIRPAR,primaria_chirpar@yahoo.com,Sibiu,,Primarie Comuna
CRISTIAN,prim.cristian@yahoo.com,Sibiu,,Primarie Comuna
DARLOS,primaria.darlos@sibiu.stslink.ro,Sibiu,,Primarie Comuna
GURA RAULUI,gudac_durla@yahoo.fr,Sibiu,,Primarie Comuna
HOGHILAG,secretar_hoghilag@yahoo.com,Sibiu,,Primarie Comuna
IACOBENI,iacobeniprimaria@yahoo.com,Sibiu,,Primarie Comuna
JINA,primariajina@yahoo.com,Sibiu,,Primarie Comuna
LASLEA,primarialaslea@yahoo.com,Sibiu,,Primarie Comuna
LOAMNES,primarialoamnes@yahoo.com,Sibiu,,Primarie Comuna
LUDOS,primarialudos@yahoo.com,Sibiu,,Primarie Comuna
MARPOD,clmarpod@yahoo.com,Sibiu,,Primarie Comuna
MERGHINDEAL,primariamerghindeal@yahoo.com,Sibiu,,Primarie Comuna
MICASASA,pmicasasa@yahoo.com,Sibiu,,Primarie Comuna
MIHAILENI,primariamihailenisb@yahoo.com,Sibiu,,Primarie Comuna
MOSNA,primaria_mosna@yahoo.com,Sibiu,,Primarie Comuna
PAUCA,primariapauca@yahoo.com,Sibiu,,Primarie Comuna
POIANA SIBIULUI,primariapoianasb@yahoo.com,Sibiu,,Primarie Comuna
POPLACA,p_poplaca@yahoo.com,Sibiu,,Primarie Comuna
PORUMBACU DE JOS,primariaporumbacu@yahoo.com,Sibiu,,Primarie Comuna
RACOVITA,racovitaprimaria@yahoo.com,Sibiu,,Primarie Comuna
RASINARI,primaria.rasinari@yahoo.com,Sibiu,,Primarie Comuna
ROSIA,primaria.rosia_sibiu@yahoo.com,Sibiu,,Primarie Comuna
SADU,primariasadu@yahoo.com,Sibiu,,Primarie Comuna
SEICA MARE,primariaseicamare@yahoo.com,Sibiu,,Primarie Comuna
SEICA MICA,primaria.seicamica@sibiu.stslink.ro,Sibiu,,Primarie Comuna
SLIMNIC,primariaslimnic@yahoo.com,Sibiu,,Primarie Comuna
SURA MARE,primariasuramare@yahoo.com,Sibiu,,Primarie Comuna
SURA MICA,pr_suramica@yahoo.com,Sibiu,,Primarie Comuna
TARNAVA,primariatirnava@yahoo.com,Sibiu,,Primarie Comuna
TILISCA,primariatilisca@yahoo.com,Sibiu,,Primarie Comuna
TURNU ROSU,primariaturnurosu@yahoo.com,Sibiu,,Primarie Comuna
VALEA VIILOR,primaria.valeaviilor@sibiu.stslink.ro,Sibiu,,Primarie Comuna
VURPAR,primaria_vurpar@yahoo.com,Sibiu,,Primarie Comuna
MUNICIPIUL SUCEAVA,primsv@primariasv.ro,Suceava,,Primarie Municipiu
MUNICIPIUL CAMPULUNG MOLDOVENESC,primaria@campulungmoldovenesc.ro,Suceava,,Primarie Municipiu
MUNICIPIUL FALTICENI,massmedia@falticeni.ro,Suceava,,Primarie Municipiu
MUNICIPIUL RADAUTI,relatiipublice@primariaradauti.ro,Suceava,,Primarie Municipiu
MUNICIPIUL VATRA DORNEI,primaria@vatra-dornei.ro,Suceava,,Primarie Municipiu
ORAS BROSTENI,primaria_brosteni@yahoo.com,Suceava,,Primarie Oras
ORAS CAJVANA,primaria_cajvana@yahoo.com,Suceava,,Primarie Oras
ORAS DOLHASCA,primariadolhasca@yahoo.com,Suceava,,Primarie Oras
ORAS FRASIN,primaria_frasin@yahoo.com,Suceava,,Primarie Oras
ORAS GURA HUMORULUI,primariagh@gmail.com,Suceava,,Primarie Oras
ORAS LITENI,litenisv@rdslink.ro,Suceava,,Primarie Oras
ORAS MILISAUTI,primaria.milisauti@gmail.com,Suceava,,Primarie Oras
ORAS SALCEA,registratura@primariasalcea.ro,Suceava,,Primarie Oras
ORAS SIRET,informatii@siretromania.ro,Suceava,,Primarie Oras
ORAS SOLCA,primarie@solca.ro,Suceava,,Primarie Oras
ORAS VICOVU DE SUS,primariavicovudesus@yahoo.com,Suceava,,Primarie Oras
ADANCATA,padancata@yahoo.com,Suceava,,Primarie Comuna
ARBORE,primaria_arbore@yahoo.com,Suceava,,Primarie Comuna
BAIA,primariacombaia@yahoo.com,Suceava,,Primarie Comuna
BALACEANA,primaria_balaceana@yahoo.com,Suceava,,Primarie Comuna
BALCAUTI,primariabalcauti@yahoo.com,Suceava,,Primarie Comuna
BERCHISESTI,primariaberchisesti@yahoo.com,Suceava,,Primarie Comuna
BILCA,primaria_bilca@yahoo.com,Suceava,,Primarie Comuna
BOGDANESTI,primariabogdanesti@yahoo.com,Suceava,,Primarie Comuna
BOROAIA,primariaboroaia@yahoo.com,Suceava,,Primarie Comuna
BOSANCI,primariabosanci@yahoo.com,Suceava,,Primarie Comuna
BOTOSANA,secretarbotosana@ymail.com,Suceava,,Primarie Comuna
BREAZA,primariabreazasv@yahoo.com,Suceava,,Primarie Comuna
BRODINA,primariabrodina@yahoo.com,Suceava,,Primarie Comuna
BUNESTI,pbunesti_sv@yahoo.com,Suceava,,Primarie Comuna
BURLA,primariaburla@yahoo.com,Suceava,,Primarie Comuna
CACICA,primariacacica@yahoo.com,Suceava,,Primarie Comuna
CALAFINDESTI,primariacalafindesti@yahoo.com,Suceava,,Primarie Comuna
CAPU CAMPULUI,primariaccampului@yahoo.com,Suceava,,Primarie Comuna
CARLIBABA,p_ciocanesti@yahoo.com,Suceava,,Primarie Comuna
CIOCANESTI,p_ciocanesti@yahoo.com,Suceava,,Primarie Comuna
CIPRIAN PORUMBESCU,primariaciprianporumbescusv@yahoo.com,Suceava,,Primarie Comuna
COMANESTI,comanestiprimaria@yahoo.com,Suceava,,Primarie Comuna
CORNU LUNCII,secretar.cornuluncii@yahoo.com,Suceava,,Primarie Comuna
COSNA,primariacosna@yahoo.com,Suceava,,Primarie Comuna
CRUCEA,primaria_crucea@yahoo.com,Suceava,,Primarie Comuna
DARMANESTI,primaria_comdarmanesti@yahoo.com,Suceava,,Primarie Comuna
DOLHESTI,primaria_dolhesti@yahoo.com,Suceava,,Primarie Comuna
DORNA CANDRENILOR,primariadc@yahoo.com,Suceava,,Primarie Comuna
DORNA-ARINI,primariadornaarini@yahoo.com,Suceava,,Primarie Comuna
DORNESTI,primariadornesti@yahoo.com,Suceava,,Primarie Comuna
DRAGOIESTI,primariadragoiesti@yahoo.com,Suceava,,Primarie Comuna
DRAGUSENI,primaria.draguseni@yahoo.com,Suceava,,Primarie Comuna
DUMBRAVENI,primariadumbravenisv@yahoo.com,Suceava,,Primarie Comuna
FANTANA MARE,primaria_fantana_mare@yahoo.com,Suceava,,Primarie Comuna
FANTANELE,primaria.fintinele@yahoo.com,Suceava,,Primarie Comuna
FORASTI,secretariat@primariaforasti.ro,Suceava,,Primarie Oras
FRATAUTII NOI,primaria_fratautiinoi@yahoo.com,Suceava,,Primarie Comuna
FRATAUTII VECHI,primaria_fratautiivechi@yahoo.com,Suceava,,Primarie Comuna
FRUMOSU,frumosuprimaria@yahoo.com,Suceava,,Primarie Comuna
FUNDU MOLDOVEI,office_fm@yahoo.com,Suceava,,Primarie Comuna
GALANESTI,primariagalanesti@yahoo.com,Suceava,,Primarie Comuna
GRAMESTI,gramesti_info@yahoo.com,Suceava,,Primarie Comuna
GRANICESTI,primarie_granicesti@yahoo.com,Suceava,,Primarie Comuna
HANTESTI,primaria_hantesti@yahoo.com,Suceava,,Primarie Comuna
HARTOP,primariahartop@yahoo.com,Suceava,,Primarie Comuna
HORODNIC DE JOS,primaria_horodnicdejos@yahoo.com,Suceava,,Primarie Comuna
HORODNIC DE SUS,horodnicdesus@yahoo.com,Suceava,,Primarie Comuna
HORODNICENI,primariahorodniceni@yahoo.com,Suceava,,Primarie Comuna
IACOBENI,primariaiacobeni@yahoo.com,Suceava,,Primarie Comuna
IASLOVAT,primaria_iaslovat@yahoo.com,Suceava,,Primarie Comuna
ILISESTI,primaria_ilisesti@yahoo.com,Suceava,,Primarie Comuna
IPOTESTI,primipotesti@yahoo.com,Suceava,,Primarie Comuna
IZVOARELE SUCEVEI,primariaizsv1@yahoo.com,Suceava,,Primarie Comuna
MALINI,primariamalini@yahoo.com,Suceava,,Primarie Comuna
MANASTIREA HUMORULUI,manastirea_humorului@yahoo.com,Suceava,,Primarie Comuna
MARGINEA,margineaprimaria@yahoo.com,Suceava,,Primarie Comuna
MITOCU DRAGOMIRNEI,primaria_mitocudragomirnei@yahoo.com,Suceava,,Primarie Comuna
MOARA,primariamoara@yahoo.com,Suceava,,Primarie Comuna
MOLDOVA-SULITA,primariamoldova_sulita@yahoo.com,Suceava,,Primarie Comuna
MOLDOVITA,primaria.moldovita@yahoo.com,Suceava,,Primarie Comuna
MUSENITA,musenita_primarie@yahoo.com,Suceava,,Primarie Comuna
OSTRA,primaria_ostra@yahoo.com,Suceava,,Primarie Comuna
PALTINOASA,primaria_comunei_paltinoasa@yahoo.com,Suceava,,Primarie Comuna
PANACI,primariapanaci@yahoo.com,Suceava,,Primarie Comuna
PARTESTII DE JOS,pirtestii@yahoo.com,Suceava,,Primarie Comuna
PATRAUTI,primariapatrauti@yahoo.com,Suceava,,Primarie Comuna
POIANA STAMPEI,poiana_stampei@yahoo.com,Suceava,,Primarie Comuna
POIENI-SOLCA,poienisolca@yahoo.com,Suceava,,Primarie Comuna
POJORATA,pojoritta@yahoo.com,Suceava,,Primarie Comuna
PREUTESTI,primarpreutesti@yahoo.com,Suceava,,Primarie Comuna
PUTNA,primaria_putna@clicknet.ro,Suceava,,Primarie Comuna
RADASENI,pradaseni@yahoo.com,Suceava,,Primarie Comuna
RASCA,primaria_risca@yahoo.com,Suceava,,Primarie Comuna
SADOVA,primariasadova@yahoo.com,Suceava,,Primarie Comuna
SARU DORNEI,primaria_saru_dornei@yahoo.com,Suceava,,Primarie Comuna
SATU MARE,primariasatumaresv@yahoo.com,Suceava,,Primarie Comuna
SCHEIA,arboreanl@yahoo.com,Suceava,,Primarie Comuna
SERBAUTI,primariaserbauti@yahoo.com,Suceava,,Primarie Comuna
SIMINICEA,primaria.siminicea@yahoo.com,Suceava,,Primarie Comuna
SLATINA,primariaslatina@yahoo.com,Suceava,,Primarie Comuna
STRAJA,primaria_straja@yahoo.com,Suceava,,Primarie Comuna
STROIESTI,primaria_stroiesti@yahoo.com,Suceava,,Primarie Comuna
STULPICANI,primariastulpsv@yahoo.com,Suceava,,Primarie Comuna
SUCEVITA,primariasucevita@yahoo.com,Suceava,,Primarie Comuna
TODIRESTI,primariatodiresti@yahoo.com,Suceava,,Primarie Comuna
UDESTI,secretar_primariaudesti@yahoo.com,Suceava,,Primarie Comuna
ULMA,primariaulma@yahoo.com,Suceava,,Primarie Comuna
VADU MOLDOVEI,primaria_Vadu_Moldovei@yahoo.com,Suceava,,Primarie Comuna
VALEA MOLDOVEI,pvmmorosanc@yahoo.com,Suceava,,Primarie Comuna
VAMA,primaria_vama@yahoo.com,Suceava,,Primarie Comuna
VATRA MOLDOVITEI,primariavatramoldovitei@yahoo.com,Suceava,,Primarie Comuna
VERESTI,primaria_veresti@yahoo.com,Suceava,,Primarie Comuna
VICOVU DE JOS,vicovu_de_jos@yahoo.com,Suceava,,Primarie Comuna
VOITINEL,primaria_voitinel@yahoo.com,Suceava,,Primarie Comuna
VOLOVAT,primariavolovat@yahoo.com,Suceava,,Primarie Comuna
VULTURESTI,vulturestisuceava@yahoo.com,Suceava,,Primarie Comuna
ZAMOSTEA,primaria_zamostea@yahoo.com,Suceava,,Primarie Comuna
ZVORISTEA,primaria_zvoristea@yahoo.com,Suceava,,Primarie Comuna
MUNICIPIUL ROSIORI DE VEDE,postmaster@primariarosioriidevede.ro,Teleorman,,Primarie Municipiu
MUNICIPIUL TURNU MAGURELE,primariatm@yahoo.com,Teleorman,,Primarie Municipiu
ORAS VIDELE,primariavidele@yahoo.com,Teleorman,,Primarie Oras
BABAITA,primariababaita@yahoo.com,Teleorman,,Primarie Comuna
BEUCA,primariebeuca@yahoo.com,Teleorman,,Primarie Comuna
BOGDANA,primariabogdana@yahoo.co.uk,Teleorman,,Primarie Comuna
BOTOROAGA,primaria.botoroaga@yahoo.com,Teleorman,,Primarie Comuna
BRANCENI,primaria.brinceni@yahoo.com,Teleorman,,Primarie Comuna
BUJORENI,primariabujoreni@gmail.com,Teleorman,,Primarie Comuna
BUJORU,bujoru@gmail.com,Teleorman,,Primarie Comuna
BUZESCU,primaria.buzescu@gmail.com,Teleorman,,Primarie Comuna
CALINESTI,calinesti@gmail.com,Teleorman,,Primarie Comuna
CALMATUIU,secretar_calmatuiu@yahoo.com,Teleorman,,Primarie Comuna
CERVENIA,primarcervenia@yahoo.com,Teleorman,,Primarie Comuna
CIOLANESTI,primaria_ciolanesti@yahoo.com,Teleorman,,Primarie Comuna
CIUPERCENI,primariaciuperceni@yahoo.com,Teleorman,,Primarie Comuna
CONTESTI,primariacontesti@gmail.com,Teleorman,,Primarie Comuna
COSMESTI,primariacosmesti@yahoo.com,Teleorman,,Primarie Comuna
CRANGENI,primaria.cringeni@yahoo.com,Teleorman,,Primarie Comuna
CRANGU,primariacringu@yahoo.com,Teleorman,,Primarie Comuna
CREVENICU,primariacrevenicu@yahoo.com,Teleorman,,Primarie Comuna
DRAGANESTI DE VEDE,primariadraganestidevede@yahoo.com,Teleorman,,Primarie Comuna
FANTANELE,comuna.fantanele@yahoo.com,Teleorman,,Primarie Comuna
FRASINET,primariafrasinet@yahoo.com,Teleorman,,Primarie Comuna
FRUMOASA,primariafrumoasa@yahoo.com,Teleorman,,Primarie Comuna
FURCULESTI,primariafurculesti@yahoo.com,Teleorman,,Primarie Comuna
GALATENI,primgalateni@yahoo.com,Teleorman,,Primarie Comuna
GRATIA,gratiaprim@yahoo.com,Teleorman,,Primarie Comuna
ISLAZ,primariaislaz@yahoo.com,Teleorman,,Primarie Comuna
IZVOARELE,primaria_izvoarele@yahoo.com,Teleorman,,Primarie Comuna
LISA,lissa_tr@yahoo.com,Teleorman,,Primarie Comuna
LUNCA,primaria_lu@yahoo.com,Teleorman,,Primarie Comuna
MAGURA,primarie_magura@yahoo.com,Teleorman,,Primarie Comuna
MALDAENI,primariamaldaeni@yahoo.com,Teleorman,,Primarie Comuna
MARZANESTI,primariamirzanesti@yahoo.co.uk,Teleorman,,Primarie Comuna
MAVRODIN,primaria_mavrodin@yahoo.com,Teleorman,,Primarie Comuna
MERENI,primaria.mereni@gmail.com,Teleorman,,Primarie Comuna
MOSTENI,mosteni_tr@yahoo.com,Teleorman,,Primarie Comuna
NANOV,primariananov2007@yahoo.com,Teleorman,,Primarie Comuna
NASTURELU,primarianasturelu@yahoo.com,Teleorman,,Primarie Comuna
NECSESTI,primaria.necsesti@yahoo.com,Teleorman,,Primarie Comuna
NENCIULESTI,pnenciulesti@yahoo.com,Teleorman,,Primarie Comuna
OLTENI,primarolteni@yahoo.com,Teleorman,,Primarie Comuna
PERETU,primaria.peretu@yahoo.com,Teleorman,,Primarie Comuna
PIATRA,primaria_piatra_tr@yahoo.com,Teleorman,,Primarie Comuna
PIETROSANI,primaria.pietrosani@yahoo.com,Teleorman,,Primarie Comuna
PLOSCA,primaria_plosca@yahoo.com,Teleorman,,Primarie Comuna
POROSCHIA,primariaporoschia@yahoo.com,Teleorman,,Primarie Comuna
PURANI,litageta@yahoo.com,Teleorman,,Primarie Comuna
PUTINEIU,primariaputineiu@yahoo.com,Teleorman,,Primarie Comuna
RADOIESTI,primariaradoiesti@yahoo.com,Teleorman,,Primarie Comuna
RASMIRESTI,rasmirestiprimarie@yahoo.com,Teleorman,,Primarie Comuna
SACENI,saceni_tr@yahoo.com,Teleorman,,Primarie Comuna
SAELELE,clement.2008@yahoo.com,Teleorman,,Primarie Comuna
SALCIA,prim2008salcia@yahoo.com,Teleorman,,Primarie Comuna
SARBENI,primariacomuneisirbeni@yahoo.com,Teleorman,,Primarie Comuna
SCRIOASTEA,primariacomscrioastea@yahoo.com,Teleorman,,Primarie Comuna
SCURTU MARE,s.primarie@yahoo.com,Teleorman,,Primarie Comuna
SEACA,primaria_seaca@yahoo.com,Teleorman,,Primarie Comuna
SFINTESTI,sfintesti_tr@yahoo.com,Teleorman,,Primarie Comuna
SILISTEA,primaria.silistea@yahoo.com,Teleorman,,Primarie Comuna
SILISTEA-GUMESTI,primaria_silistea_gumesti@yahoo.com,Teleorman,,Primarie Comuna
SLOBOZIA MANDRA,primariasloboziamandratr@gmail.com,Teleorman,,Primarie Comuna
SMARDIOASA,prim_smardioasa@yahoo.com,Teleorman,,Primarie Comuna
STEJARU,primaria.stejaru@yahoo.com,Teleorman,,Primarie Comuna
STOROBANEASA,primstorobaneasa@yahoo.com,Teleorman,,Primarie Comuna
TALPA,primaria_talpa@yahoo.com,Teleorman,,Primarie Comuna
TATARASTII DE JOS,romcatharin@yahoo.com,Teleorman,,Primarie Comuna
TATARASTII DE SUS,primariatatarastiidesus@yahoo.com,Teleorman,,Primarie Comuna
TIGANESTI,primariatiganesti@yahoo.com,Teleorman,,Primarie Comuna
TRAIAN,primariatraiantr@yahoo.com,Teleorman,,Primarie Comuna
TRIVALEA-MOSTENI,primariatrivalea_mosteni@yahoo.com,Teleorman,,Primarie Comuna
TROIANUL,troianul_tr@yahoo.com,Teleorman,,Primarie Comuna
UDA-CLOCOCIOV,udaclocociov@yahoo.com,Teleorman,,Primarie Comuna
VARTOAPE,primariavirtoapele@yahoo.com,Teleorman,,Primarie Comuna
VEDEA,primariavedea@yahoo.com,Teleorman,,Primarie Comuna
